transactionId,amount,currency,merchantCountry,issuerCountry,region,cardType,cardBrand,cardPresence,channel,paymentChannel,mcc,threeDS,eci,authDate,clearingDate,clearingDelayDays,category,condition,feeRate,feeAmount,suggestionType,expectedImpact,difficulty,historicalSuccessRate,label_actualSavings,label_successfulRecommendation
T-397,2989,EUR,FR,IT,EEA,Prepaid,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-19T10:00:00,2026-05-21T10:00:00,2,Ecom Non-Secure Credit,3DS authentication,0.003,8.967,ENABLE_3DS,12.1488,LOW,0.63,12.1488,1
T-398,1563,EUR,RO,RO,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-17T10:00:00,2026-05-24T10:00:00,7,Ecom Secure Preferred Credit,MCC classification,0.0185,28.9155,FIX_MCC,4.9041,HIGH,0.54,4.9041,0
T-399,3640,RON,DE,DE,EEA,Debit,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-11T10:00:00,2026-05-12T10:00:00,1,Ecom Non-Secure Credit,MCC classification,0.025,91.0,FIX_MCC,6.9672,MEDIUM,0.75,6.9672,0
T-400,935,RON,RO,ES,EU,Commercial,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-16T10:00:00,2026-05-23T10:00:00,7,Ecom Non-Secure Credit,3DS authentication,0.015,14.025,ENABLE_3DS,3.9388,LOW,0.5,3.9388,1
T-401,104,RON,FR,RO,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-20T10:00:00,2026-05-21T10:00:00,1,Ecom Secure Preferred Credit,3DS authentication,0.0185,1.924,ENABLE_3DS,0.8846,MEDIUM,0.4,0.8846,1
T-402,4121,RON,FR,DE,EU,Credit,VISA,card_not_present,MOTO,MOTO,5812,True,05,2026-05-08T10:00:00,2026-05-12T10:00:00,4,Standard Credit,MCC classification,0.0185,76.2385,FIX_MCC,4.9659,MEDIUM,0.54,4.9659,0
T-403,4848,EUR,DE,ES,EU,Commercial,VISA,card_present,POS,POS,5411,False,07,2026-05-04T10:00:00,2026-05-05T10:00:00,1,Ecom Non-Secure Credit,3DS authentication,0.0125,60.6,ENABLE_3DS,43.1787,MEDIUM,0.37,43.1787,1
T-404,1133,RON,IT,FR,EEA,Prepaid,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-10T10:00:00,2026-05-14T10:00:00,4,Standard Credit,clearing time,0.025,28.325,OPTIMIZE_CLEARING,2.404,MEDIUM,0.49,2.404,1
T-405,3525,EUR,RO,IT,EEA,Credit,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-16T10:00:00,2026-05-21T10:00:00,5,Ecom Secure Preferred Credit,3DS authentication,0.0125,44.0625,ENABLE_3DS,17.2601,MEDIUM,0.75,17.2601,1
T-406,853,RON,IT,IT,EEA,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-03T10:00:00,2026-05-05T10:00:00,2,Ecom Secure Preferred Credit,MCC classification,0.003,2.559,FIX_MCC,1.7196,HIGH,0.69,1.7196,1
T-407,3333,EUR,DE,DE,EU,Credit,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-09T10:00:00,2026-05-10T10:00:00,1,Ecom Secure Preferred Credit,clearing time,0.015,49.995,OPTIMIZE_CLEARING,7.7463,HIGH,0.32,7.7463,1
T-408,1487,EUR,IT,DE,EEA,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-11T10:00:00,2026-05-12T10:00:00,1,Ecom Secure Preferred Credit,clearing time,0.0125,18.5875,OPTIMIZE_CLEARING,5.7486,HIGH,0.52,5.7486,0
T-409,4448,EUR,IT,RO,EU,Debit,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-02T10:00:00,2026-05-05T10:00:00,3,Ecom Non-Secure Credit,MCC classification,0.002,8.896,FIX_MCC,9.5672,MEDIUM,0.58,9.5672,1
T-410,2579,EUR,ES,DE,EU,Commercial,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-16T10:00:00,2026-05-23T10:00:00,7,Standard Credit,MCC classification,0.002,5.158,FIX_MCC,6.9802,MEDIUM,0.7,6.9802,1
T-411,2909,RON,FR,IT,EU,Commercial,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-02T10:00:00,2026-05-02T10:00:00,0,Ecom Secure Preferred Credit,clearing time,0.0185,53.8165,OPTIMIZE_CLEARING,6.2117,MEDIUM,0.34,6.2117,1
T-412,2020,RON,FR,RO,EEA,Debit,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-21T10:00:00,2026-05-23T10:00:00,2,Ecom Secure Preferred Credit,3DS authentication,0.0185,37.37,ENABLE_3DS,8.9379,LOW,0.6,8.9379,1
T-413,3480,EUR,ES,IT,EEA,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-14T10:00:00,2026-05-16T10:00:00,2,Standard Credit,MCC classification,0.002,6.96,FIX_MCC,10.7458,HIGH,0.43,10.7458,0
T-414,4089,EUR,RO,ES,EU,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-11T10:00:00,2026-05-12T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.0185,75.6465,FIX_MCC,7.7632,HIGH,0.56,7.7632,1
T-415,1870,RON,ES,ES,EEA,Commercial,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-03T10:00:00,2026-05-08T10:00:00,5,Ecom Non-Secure Credit,MCC classification,0.0185,34.595,FIX_MCC,2.4015,HIGH,0.84,2.4015,1
T-416,4154,RON,RO,ES,EU,Commercial,VISA,card_present,POS,POS,5812,False,07,2026-05-18T10:00:00,2026-05-20T10:00:00,2,Standard Credit,clearing time,0.003,12.462,OPTIMIZE_CLEARING,13.4712,MEDIUM,0.47,13.4712,1
T-417,4384,EUR,DE,DE,EU,Prepaid,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-19T10:00:00,2026-05-24T10:00:00,5,Ecom Secure Preferred Credit,MCC classification,0.025,109.6,FIX_MCC,5.1716,LOW,0.71,5.1716,0
T-418,3398,RON,RO,DE,EU,Credit,VISA,card_present,POS,POS,5411,False,07,2026-05-21T10:00:00,2026-05-22T10:00:00,1,Ecom Secure Preferred Credit,clearing time,0.0125,42.475,OPTIMIZE_CLEARING,13.7978,MEDIUM,0.66,13.7978,0
T-419,3592,EUR,ES,DE,EU,Commercial,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-02T10:00:00,2026-05-03T10:00:00,1,Ecom Non-Secure Credit,clearing time,0.003,10.776,OPTIMIZE_CLEARING,10.1227,MEDIUM,0.69,10.1227,0
T-420,540,RON,ES,ES,EEA,Commercial,VISA,card_present,POS,POS,5732,True,05,2026-05-03T10:00:00,2026-05-06T10:00:00,3,Standard Credit,clearing time,0.025,13.5,OPTIMIZE_CLEARING,2.4453,LOW,0.8,2.4453,0
T-421,2587,RON,RO,DE,EU,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5411,True,05,2026-05-13T10:00:00,2026-05-20T10:00:00,7,Ecom Secure Preferred Credit,clearing time,0.025,64.675,OPTIMIZE_CLEARING,10.9479,HIGH,0.34,10.9479,1
T-422,4390,RON,FR,IT,EEA,Prepaid,VISA,card_not_present,MOTO,MOTO,5812,False,07,2026-05-04T10:00:00,2026-05-06T10:00:00,2,Standard Credit,clearing time,0.0185,81.215,OPTIMIZE_CLEARING,14.3612,LOW,0.85,14.3612,0
T-423,467,RON,IT,IT,EU,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5411,True,05,2026-05-08T10:00:00,2026-05-10T10:00:00,2,Ecom Non-Secure Credit,MCC classification,0.0185,8.6395,FIX_MCC,1.006,LOW,0.49,1.006,1
T-424,1332,RON,IT,IT,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-11T10:00:00,2026-05-18T10:00:00,7,Ecom Non-Secure Credit,clearing time,0.025,33.3,OPTIMIZE_CLEARING,4.2875,HIGH,0.47,4.2875,0
T-425,563,RON,DE,IT,EU,Credit,MASTERCARD,card_present,POS,POS,5732,True,05,2026-05-20T10:00:00,2026-05-25T10:00:00,5,Standard Credit,clearing time,0.0185,10.4155,OPTIMIZE_CLEARING,2.3721,MEDIUM,0.5,2.3721,1
T-426,693,RON,ES,IT,EEA,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-08T10:00:00,2026-05-12T10:00:00,4,Ecom Non-Secure Credit,3DS authentication,0.025,17.325,ENABLE_3DS,6.1319,MEDIUM,0.41,6.1319,1
T-427,4878,RON,RO,RO,EU,Credit,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-07T10:00:00,2026-05-07T10:00:00,0,Ecom Secure Preferred Credit,clearing time,0.015,73.17,OPTIMIZE_CLEARING,15.1355,HIGH,0.85,15.1355,1
T-428,427,RON,RO,ES,EEA,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-14T10:00:00,2026-05-18T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.0125,5.3375,OPTIMIZE_CLEARING,1.0452,HIGH,0.43,1.0452,1
T-429,2200,EUR,DE,IT,EU,Commercial,VISA,card_not_present,MOTO,MOTO,5732,True,05,2026-05-16T10:00:00,2026-05-19T10:00:00,3,Ecom Secure Preferred Credit,clearing time,0.003,6.6,OPTIMIZE_CLEARING,7.2466,MEDIUM,0.45,7.2466,0
T-430,3714,RON,IT,DE,EEA,Commercial,VISA,card_present,POS,POS,5812,False,07,2026-05-19T10:00:00,2026-05-24T10:00:00,5,Ecom Secure Preferred Credit,3DS authentication,0.025,92.85,ENABLE_3DS,23.3641,HIGH,0.58,23.3641,1
T-431,4912,EUR,ES,ES,EU,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-04T10:00:00,2026-05-08T10:00:00,4,Standard Credit,clearing time,0.002,9.824,OPTIMIZE_CLEARING,10.5919,MEDIUM,0.5,10.5919,0
T-432,3253,EUR,FR,IT,EU,Credit,MASTERCARD,card_present,POS,POS,5812,True,05,2026-05-05T10:00:00,2026-05-09T10:00:00,4,Standard Credit,MCC classification,0.002,6.506,FIX_MCC,8.918,MEDIUM,0.39,8.918,1
T-433,977,EUR,ES,FR,EEA,Commercial,VISA,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-05T10:00:00,2026-05-08T10:00:00,3,Standard Credit,clearing time,0.0125,12.2125,OPTIMIZE_CLEARING,4.1459,MEDIUM,0.8,4.1459,1
T-434,1259,RON,DE,RO,EEA,Prepaid,VISA,card_not_present,MOTO,MOTO,5812,True,05,2026-05-21T10:00:00,2026-05-28T10:00:00,7,Ecom Secure Preferred Credit,MCC classification,0.015,18.885,FIX_MCC,1.46,MEDIUM,0.38,1.46,0
T-435,4074,EUR,RO,DE,EU,Prepaid,VISA,card_present,POS,POS,5732,False,07,2026-05-12T10:00:00,2026-05-17T10:00:00,5,Ecom Secure Preferred Credit,3DS authentication,0.0185,75.369,ENABLE_3DS,26.1795,LOW,0.84,26.1795,1
T-436,4187,EUR,RO,DE,EEA,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-19T10:00:00,2026-05-20T10:00:00,1,Ecom Secure Preferred Credit,clearing time,0.0185,77.4595,OPTIMIZE_CLEARING,20.9099,HIGH,0.94,20.9099,0
T-437,1019,EUR,IT,FR,EU,Prepaid,VISA,card_present,POS,POS,5812,False,07,2026-05-19T10:00:00,2026-05-19T10:00:00,0,Standard Credit,clearing time,0.0125,12.7375,OPTIMIZE_CLEARING,2.5081,MEDIUM,0.51,2.5081,0
T-438,4682,RON,RO,ES,EEA,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-02T10:00:00,2026-05-09T10:00:00,7,Ecom Non-Secure Credit,3DS authentication,0.025,117.05,ENABLE_3DS,25.352,LOW,0.93,25.352,1
T-439,3287,EUR,DE,RO,EEA,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-07T10:00:00,2026-05-08T10:00:00,1,Ecom Secure Preferred Credit,3DS authentication,0.015,49.305,ENABLE_3DS,25.959,HIGH,0.69,25.959,1
T-440,2961,EUR,ES,ES,EEA,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-12T10:00:00,2026-05-16T10:00:00,4,Standard Credit,MCC classification,0.003,8.883,FIX_MCC,7.3103,LOW,0.58,7.3103,1
T-441,3509,RON,IT,ES,EU,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-17T10:00:00,2026-05-19T10:00:00,2,Ecom Non-Secure Credit,3DS authentication,0.015,52.635,ENABLE_3DS,25.9041,MEDIUM,0.5,25.9041,1
T-442,1066,RON,ES,RO,EEA,Commercial,VISA,card_present,POS,POS,5411,True,05,2026-05-08T10:00:00,2026-05-12T10:00:00,4,Standard Credit,MCC classification,0.015,15.99,FIX_MCC,2.011,HIGH,0.67,2.011,0
T-443,2095,RON,IT,RO,EU,Commercial,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-19T10:00:00,2026-05-19T10:00:00,0,Standard Credit,clearing time,0.0185,38.7575,OPTIMIZE_CLEARING,4.2922,HIGH,0.6,4.2922,1
T-444,3705,RON,IT,ES,EU,Credit,MASTERCARD,card_present,POS,POS,5732,False,07,2026-05-11T10:00:00,2026-05-18T10:00:00,7,Ecom Non-Secure Credit,MCC classification,0.003,11.115,FIX_MCC,6.051,LOW,0.73,6.051,0
T-445,3789,EUR,RO,DE,EU,Credit,VISA,card_present,POS,POS,5732,False,07,2026-05-20T10:00:00,2026-05-25T10:00:00,5,Ecom Non-Secure Credit,MCC classification,0.015,56.835,FIX_MCC,7.2309,HIGH,0.93,7.2309,1
T-446,239,RON,RO,FR,EEA,Debit,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-21T10:00:00,2026-05-22T10:00:00,1,Ecom Non-Secure Credit,3DS authentication,0.025,5.975,ENABLE_3DS,1.2449,LOW,0.41,1.2449,1
T-447,1268,RON,FR,ES,EEA,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-15T10:00:00,2026-05-18T10:00:00,3,Ecom Non-Secure Credit,MCC classification,0.015,19.02,FIX_MCC,1.3427,HIGH,0.85,1.3427,1
T-448,3557,EUR,IT,IT,EEA,Debit,VISA,card_present,POS,POS,5812,True,05,2026-05-19T10:00:00,2026-05-23T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.025,88.925,OPTIMIZE_CLEARING,13.029,MEDIUM,0.67,13.029,1
T-449,4552,EUR,IT,IT,EU,Debit,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-21T10:00:00,2026-05-24T10:00:00,3,Ecom Non-Secure Credit,3DS authentication,0.015,68.28,ENABLE_3DS,20.8696,MEDIUM,0.52,20.8696,1
T-450,1921,EUR,IT,IT,EEA,Commercial,VISA,card_not_present,eCommerce,eCommerce,5812,True,05,2026-05-19T10:00:00,2026-05-24T10:00:00,5,Ecom Non-Secure Credit,MCC classification,0.0125,24.0125,FIX_MCC,7.233,MEDIUM,0.75,7.233,1
T-451,726,EUR,IT,FR,EU,Debit,VISA,card_present,POS,POS,5732,True,05,2026-05-05T10:00:00,2026-05-06T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.003,2.178,FIX_MCC,1.0665,MEDIUM,0.53,1.0665,1
T-452,1319,RON,ES,DE,EU,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-02T10:00:00,2026-05-09T10:00:00,7,Ecom Secure Preferred Credit,3DS authentication,0.002,2.638,ENABLE_3DS,7.5034,MEDIUM,0.8,7.5034,1
T-453,4583,EUR,RO,RO,EU,Credit,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-17T10:00:00,2026-05-21T10:00:00,4,Standard Credit,clearing time,0.025,114.575,OPTIMIZE_CLEARING,10.5978,LOW,0.87,10.5978,0
T-454,2982,EUR,RO,DE,EEA,Prepaid,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-10T10:00:00,2026-05-15T10:00:00,5,Ecom Non-Secure Credit,3DS authentication,0.015,44.73,ENABLE_3DS,23.2889,MEDIUM,0.93,23.2889,1
T-455,73,EUR,FR,IT,EEA,Debit,VISA,card_present,POS,POS,5812,False,07,2026-05-11T10:00:00,2026-05-13T10:00:00,2,Ecom Secure Preferred Credit,3DS authentication,0.0185,1.3505,ENABLE_3DS,0.3545,LOW,0.39,0.3545,1
T-456,3532,EUR,DE,RO,EU,Credit,MASTERCARD,card_present,POS,POS,5411,True,05,2026-05-15T10:00:00,2026-05-22T10:00:00,7,Ecom Secure Preferred Credit,clearing time,0.0185,65.342,OPTIMIZE_CLEARING,15.4837,LOW,0.58,15.4837,1
T-457,3241,EUR,IT,IT,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-21T10:00:00,2026-05-22T10:00:00,1,Ecom Secure Preferred Credit,3DS authentication,0.0185,59.9585,ENABLE_3DS,13.9008,HIGH,0.7,13.9008,1
T-458,1223,EUR,DE,FR,EU,Credit,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-15T10:00:00,2026-05-20T10:00:00,5,Standard Credit,MCC classification,0.003,3.669,FIX_MCC,4.4795,HIGH,0.78,4.4795,1
T-459,1052,RON,RO,RO,EEA,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-10T10:00:00,2026-05-11T10:00:00,1,Ecom Secure Preferred Credit,MCC classification,0.002,2.104,FIX_MCC,2.6668,HIGH,0.37,2.6668,1
T-460,511,EUR,ES,RO,EEA,Prepaid,VISA,card_present,POS,POS,5812,False,07,2026-05-21T10:00:00,2026-05-25T10:00:00,4,Standard Credit,clearing time,0.0125,6.3875,OPTIMIZE_CLEARING,1.2118,HIGH,0.76,1.2118,0
T-461,4388,RON,RO,FR,EU,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-12T10:00:00,2026-05-14T10:00:00,2,Ecom Non-Secure Credit,MCC classification,0.0125,54.85,FIX_MCC,13.1674,HIGH,0.58,13.1674,0
T-462,3395,EUR,RO,FR,EEA,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-02T10:00:00,2026-05-05T10:00:00,3,Ecom Secure Preferred Credit,3DS authentication,0.003,10.185,ENABLE_3DS,21.6644,HIGH,0.58,21.6644,1
T-463,3625,EUR,DE,ES,EU,Debit,MASTERCARD,card_present,POS,POS,5411,False,07,2026-05-14T10:00:00,2026-05-21T10:00:00,7,Ecom Non-Secure Credit,MCC classification,0.003,10.875,FIX_MCC,5.1948,HIGH,0.4,5.1948,0
T-464,4599,RON,ES,DE,EU,Prepaid,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,False,07,2026-05-20T10:00:00,2026-05-27T10:00:00,7,Ecom Secure Preferred Credit,clearing time,0.015,68.985,OPTIMIZE_CLEARING,10.7203,MEDIUM,0.62,10.7203,1
T-465,1190,RON,DE,IT,EU,Credit,MASTERCARD,card_not_present,MOTO,MOTO,5732,False,07,2026-05-14T10:00:00,2026-05-14T10:00:00,0,Ecom Non-Secure Credit,3DS authentication,0.0125,14.875,ENABLE_3DS,10.0499,MEDIUM,0.61,10.0499,1
T-466,2557,EUR,IT,IT,EU,Prepaid,VISA,card_present,POS,POS,5812,True,05,2026-05-11T10:00:00,2026-05-18T10:00:00,7,Standard Credit,MCC classification,0.015,38.355,FIX_MCC,6.2025,HIGH,0.57,6.2025,0
T-467,1927,RON,RO,ES,EEA,Credit,VISA,card_present,POS,POS,5732,True,05,2026-05-18T10:00:00,2026-05-18T10:00:00,0,Standard Credit,clearing time,0.025,48.175,OPTIMIZE_CLEARING,8.9993,HIGH,0.67,8.9993,1
T-468,453,RON,RO,FR,EU,Debit,MASTERCARD,card_not_present,MOTO,MOTO,5732,True,05,2026-05-07T10:00:00,2026-05-14T10:00:00,7,Standard Credit,MCC classification,0.015,6.795,FIX_MCC,1.1361,HIGH,0.51,1.1361,0
T-469,4844,RON,ES,FR,EEA,Prepaid,VISA,card_present,POS,POS,5732,False,07,2026-05-01T10:00:00,2026-05-03T10:00:00,2,Ecom Non-Secure Credit,3DS authentication,0.015,72.66,ENABLE_3DS,23.7479,HIGH,0.41,23.7479,1
T-470,1199,RON,RO,ES,EEA,Debit,VISA,card_present,POS,POS,5812,False,07,2026-05-03T10:00:00,2026-05-04T10:00:00,1,Ecom Non-Secure Credit,3DS authentication,0.0125,14.9875,ENABLE_3DS,10.5042,MEDIUM,0.55,10.5042,1
T-471,2641,RON,RO,DE,EU,Debit,MASTERCARD,card_present,POS,POS,5812,False,07,2026-05-11T10:00:00,2026-05-13T10:00:00,2,Standard Credit,3DS authentication,0.015,39.615,ENABLE_3DS,22.9975,MEDIUM,0.92,22.9975,1
T-472,2226,RON,IT,DE,EU,Prepaid,VISA,card_present,POS,POS,5732,False,07,2026-05-15T10:00:00,2026-05-19T10:00:00,4,Standard Credit,3DS authentication,0.015,33.39,ENABLE_3DS,9.6325,HIGH,0.81,9.6325,1
T-473,2515,RON,DE,ES,EEA,Commercial,VISA,card_present,POS,POS,5732,False,07,2026-05-15T10:00:00,2026-05-15T10:00:00,0,Ecom Secure Preferred Credit,MCC classification,0.025,62.875,FIX_MCC,6.2908,HIGH,0.49,6.2908,0
T-474,1391,EUR,FR,DE,EEA,Credit,VISA,card_not_present,eCommerce,eCommerce,5812,False,07,2026-05-16T10:00:00,2026-05-18T10:00:00,2,Standard Credit,3DS authentication,0.0185,25.7335,ENABLE_3DS,7.3089,HIGH,0.35,7.3089,1
T-475,754,RON,ES,ES,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,False,07,2026-05-04T10:00:00,2026-05-11T10:00:00,7,Ecom Secure Preferred Credit,clearing time,0.003,2.262,OPTIMIZE_CLEARING,3.1481,MEDIUM,0.46,3.1481,1
T-476,2654,EUR,RO,RO,EU,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-15T10:00:00,2026-05-19T10:00:00,4,Standard Credit,clearing time,0.0125,33.175,OPTIMIZE_CLEARING,5.4344,LOW,0.81,5.4344,0
T-477,655,EUR,DE,RO,EU,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-15T10:00:00,2026-05-20T10:00:00,5,Ecom Secure Preferred Credit,MCC classification,0.002,1.31,FIX_MCC,1.3486,LOW,0.44,1.3486,1
T-478,182,RON,IT,FR,EU,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-12T10:00:00,2026-05-13T10:00:00,1,Standard Credit,clearing time,0.002,0.364,OPTIMIZE_CLEARING,0.8097,HIGH,0.44,0.8097,1
T-479,1626,RON,ES,ES,EU,Credit,VISA,card_present,POS,POS,5812,True,05,2026-05-04T10:00:00,2026-05-11T10:00:00,7,Ecom Non-Secure Credit,MCC classification,0.0125,20.325,FIX_MCC,4.4021,LOW,0.47,4.4021,1
T-480,4688,EUR,ES,IT,EU,Commercial,VISA,card_not_present,MOTO,MOTO,5411,False,07,2026-05-09T10:00:00,2026-05-10T10:00:00,1,Ecom Secure Preferred Credit,3DS authentication,0.025,117.2,ENABLE_3DS,19.2939,MEDIUM,0.48,19.2939,1
T-481,4265,EUR,IT,ES,EEA,Prepaid,VISA,card_present,POS,POS,5411,True,05,2026-05-12T10:00:00,2026-05-16T10:00:00,4,Ecom Non-Secure Credit,clearing time,0.002,8.53,OPTIMIZE_CLEARING,19.8383,MEDIUM,0.35,19.8383,0
T-482,4704,RON,DE,DE,EEA,Prepaid,VISA,card_not_present,MOTO,MOTO,5812,False,07,2026-05-08T10:00:00,2026-05-13T10:00:00,5,Standard Credit,3DS authentication,0.015,70.56,ENABLE_3DS,41.3429,LOW,0.32,41.3429,1
T-483,3558,EUR,DE,FR,EU,Prepaid,VISA,card_not_present,MOTO,MOTO,5732,False,07,2026-05-21T10:00:00,2026-05-23T10:00:00,2,Standard Credit,3DS authentication,0.0125,44.475,ENABLE_3DS,18.6289,HIGH,0.59,18.6289,1
T-484,803,EUR,RO,DE,EU,Commercial,VISA,card_present,POS,POS,5411,False,07,2026-05-19T10:00:00,2026-05-19T10:00:00,0,Standard Credit,MCC classification,0.002,1.606,FIX_MCC,3.1506,HIGH,0.58,3.1506,0
T-485,854,EUR,DE,ES,EU,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-18T10:00:00,2026-05-18T10:00:00,0,Ecom Secure Preferred Credit,MCC classification,0.0125,10.675,FIX_MCC,3.0315,HIGH,0.7,3.0315,1
T-486,2802,RON,RO,ES,EU,Debit,VISA,card_not_present,MOTO,MOTO,5812,True,05,2026-05-01T10:00:00,2026-05-04T10:00:00,3,Standard Credit,MCC classification,0.0185,51.837,FIX_MCC,5.5608,MEDIUM,0.53,5.5608,0
T-487,3963,RON,FR,ES,EEA,Prepaid,MASTERCARD,card_not_present,MOTO,MOTO,5812,True,05,2026-05-15T10:00:00,2026-05-16T10:00:00,1,Standard Credit,MCC classification,0.003,11.889,FIX_MCC,5.5998,LOW,0.4,5.5998,0
T-488,2548,RON,ES,ES,EU,Commercial,MASTERCARD,card_present,POS,POS,5732,True,05,2026-05-10T10:00:00,2026-05-12T10:00:00,2,Ecom Non-Secure Credit,MCC classification,0.002,5.096,FIX_MCC,6.5052,HIGH,0.89,6.5052,0
T-489,580,EUR,IT,FR,EU,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-16T10:00:00,2026-05-21T10:00:00,5,Ecom Secure Preferred Credit,clearing time,0.025,14.5,OPTIMIZE_CLEARING,2.8685,LOW,0.9,2.8685,1
T-490,1847,RON,IT,DE,EU,Prepaid,VISA,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-15T10:00:00,2026-05-19T10:00:00,4,Ecom Secure Preferred Credit,MCC classification,0.003,5.541,FIX_MCC,3.1714,LOW,0.66,3.1714,1
T-491,1186,RON,DE,DE,EEA,Debit,VISA,card_present,POS,POS,5411,True,05,2026-05-07T10:00:00,2026-05-12T10:00:00,5,Standard Credit,clearing time,0.0185,21.941,OPTIMIZE_CLEARING,5.6194,LOW,0.52,5.6194,1
T-492,4562,RON,RO,DE,EEA,Credit,MASTERCARD,card_not_present,eCommerce,eCommerce,5732,False,07,2026-05-07T10:00:00,2026-05-07T10:00:00,0,Ecom Secure Preferred Credit,3DS authentication,0.003,13.686,ENABLE_3DS,37.4741,MEDIUM,0.46,37.4741,1
T-493,3070,RON,DE,DE,EU,Commercial,MASTERCARD,card_not_present,eCommerce,eCommerce,5411,True,05,2026-05-17T10:00:00,2026-05-24T10:00:00,7,Standard Credit,MCC classification,0.0185,56.795,FIX_MCC,11.1901,MEDIUM,0.94,11.1901,0
T-494,2023,RON,FR,DE,EU,Prepaid,VISA,card_not_present,MOTO,MOTO,5812,False,07,2026-05-19T10:00:00,2026-05-20T10:00:00,1,Standard Credit,3DS authentication,0.0185,37.4255,ENABLE_3DS,11.0677,MEDIUM,0.44,11.0677,1
T-495,686,EUR,DE,FR,EEA,Commercial,MASTERCARD,card_not_present,MOTO,MOTO,5411,False,07,2026-05-20T10:00:00,2026-05-20T10:00:00,0,Ecom Secure Preferred Credit,clearing time,0.003,2.058,OPTIMIZE_CLEARING,2.4187,HIGH,0.56,2.4187,1
